year_code,element_name,item_name,total_value
2016,Yield,Oranges,247510
2016,Yield,"Other beans, green",33480
2016,Yield,Other berries and fruits of the genus vaccinium n.e.c.,81826
2016,Yield,"Other citrus fruit, n.e.c.",161683
2016,Yield,"Other fruits, n.e.c.",207491
2016,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",7652
2016,Yield,"Other vegetables, fresh n.e.c.",661752
2016,Yield,Papayas,316714
2016,Yield,Peaches and nectarines,190715
2016,Yield,Pears,365599
2016,Yield,"Peas, dry",23382
2016,Yield,"Peas, green",49661
2016,Yield,Pineapples,283914
2016,Yield,"Pistachios, in shell",42044
2016,Yield,Plums and sloes,99164
2016,Yield,Pomelos and grapefruits,280829
2016,Yield,Potatoes,486408
2016,Yield,"Pumpkins, squash and gourds",258137
2016,Yield,Rape or colza seed,20461
2016,Yield,Raspberries,146161
2016,Yield,Raw hides and skins of cattle,337
2016,Yield,Raw hides and skins of goats or kids,28
2016,Yield,Raw hides and skins of sheep or lambs,32
2016,Yield,Raw milk of cattle,103482
2016,Yield,Raw milk of goats,1010
2016,Yield,Rice,81121
2016,Yield,Rye,17458
2016,Yield,Safflower seed,16047
2016,Yield,"Seed cotton, unginned",26206
2016,Yield,Sorghum,48912
2016,Yield,Sour cherries,96085
2016,Yield,Soya beans,34936
2016,Yield,Spinach,166107
2016,Yield,Strawberries,617277
2016,Yield,String beans,94647
2016,Yield,Sugar beet,734763
2016,Yield,Sugar cane,797242
2016,Yield,Sunflower seed,19400
2016,Yield,Sweet potatoes,216525
2016,Yield,"Tangerines, mandarins, clementines",320931
2016,Yield,Taro,122308
2016,Yield,Tomatoes,911398
2016,Yield,Unmanufactured tobacco,22045
2016,Yield,"Walnuts, in shell",49031
2016,Yield,Watermelons,396338
2016,Yield,Wheat,35408
2017,Yield,"Almonds, in shell",41188
2017,Yield,Apples,394569
2017,Yield,Apricots,90613
2017,Yield,Artichokes,145697
2017,Yield,Asparagus,35855
2017,Yield,Avocados,72359
2017,Yield,Bananas,79474
2017,Yield,Barley,39283
2017,Yield,"Beans, dry",23072
2017,Yield,Blueberries,69281
2017,Yield,"Broad beans and horse beans, green",28184
2017,Yield,Buckwheat,10472
2017,Yield,Cabbages,440682
2017,Yield,Cantaloupes and other melons,280914
2017,Yield,Carrots and turnips,457741
2017,Yield,Cauliflowers and broccoli,189320
2017,Yield,Cherries,106049
2017,Yield,"Chick peas, dry",12946
2017,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",341374
2017,Yield,"Coffee, green",7560
2017,Yield,"Cow peas, dry",17013
2017,Yield,Cranberries,235905
2017,Yield,Cucumbers and gherkins,180871
2017,Yield,Dates,72509
2017,Yield,Eggplants (aubergines),379037
2017,Yield,Figs,104428
2017,Yield,"Ginger, raw",339739
2017,Yield,Grapes,165887
2017,Yield,Green corn (maize),182497
2017,Yield,Green garlic,173790
2017,Yield,"Groundnuts, excluding shelled",44916
2017,Yield,"Hazelnuts, in shell",17931
2017,Yield,"Hen eggs in shell, fresh",166891
2017,Yield,Hop cones,21927
2017,Yield/Carcass Weight,"Horse meat, fresh or chilled",2557
2017,Yield,Kiwi fruit,208767
2017,Yield,Lemons and limes,364197
2017,Yield,"Lentils, dry",8206
2017,Yield,Lettuce and chicory,342429
2017,Yield,Linseed,8865
2017,Yield,Maize (corn),110837
2017,Yield,"Mangoes, guavas and mangosteens",208183
2017,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3639
2017,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",21148
2017,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",22880
2017,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2017,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",957
2017,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",300
2017,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",112245
2017,Yield,Millet,20705
2017,Yield,Mustard seed,6910
2017,Yield,Oats,22120
2017,Yield,Okra,78463
2017,Yield,Olives,107752
2017,Yield,"Onions and shallots, dry (excluding dehydrated)",609542
2017,Yield,Oranges,216225
2017,Yield,"Other beans, green",31221
2017,Yield,Other berries and fruits of the genus vaccinium n.e.c.,82585
2017,Yield,"Other citrus fruit, n.e.c.",208333
2017,Yield,"Other fruits, n.e.c.",191887
2017,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",9402
2017,Yield,"Other vegetables, fresh n.e.c.",550919
2017,Yield,Papayas,258000
2017,Yield,Peaches and nectarines,173375
2017,Yield,Pears,357754
2017,Yield,"Peas, dry",15131
2017,Yield,"Peas, green",50256
2017,Yield,Pineapples,282993
2017,Yield,"Pistachios, in shell",26914
2017,Yield,Plums and sloes,165671
2017,Yield,Pomelos and grapefruits,262525
2017,Yield,Potatoes,483887
2017,Yield,"Pumpkins, squash and gourds",246796
2017,Yield,Rape or colza seed,17123
2017,Yield,Raspberries,127277
2017,Yield,Raw hides and skins of cattle,332
2017,Yield,Raw hides and skins of goats or kids,28
2017,Yield,Raw hides and skins of sheep or lambs,32
2017,Yield,Raw milk of cattle,104351
2017,Yield,Raw milk of goats,1009
2017,Yield,Rice,84147
2017,Yield,Rye,21449
2017,Yield,Safflower seed,13587
2017,Yield,"Seed cotton, unginned",26713
2017,Yield,Sorghum,45031
2017,Yield,Sour cherries,82365
2017,Yield,Soya beans,33133
2017,Yield,Spinach,140097
2017,Yield,Strawberries,573214
2017,Yield,String beans,95530
2017,Yield,Sugar beet,710810
2017,Yield,Sugar cane,824123
2017,Yield,Sunflower seed,17964
2017,Yield,Sweet potatoes,250796
2017,Yield,"Tangerines, mandarins, clementines",337243
2017,Yield,Taro,119286
2017,Yield,Tomatoes,886480
2017,Yield,Unmanufactured tobacco,24759
2017,Yield,"Walnuts, in shell",42158
2017,Yield,Watermelons,421882
2017,Yield,Wheat,31175
2018,Yield,"Almonds, in shell",39024
2018,Yield,Apples,394965
2018,Yield,Apricots,83636
2018,Yield,Artichokes,162543
2018,Yield,Asparagus,40387
2018,Yield,Avocados,77628
2018,Yield,Bananas,83250
2018,Yield,Barley,41674
2018,Yield,"Beans, dry",23774
2018,Yield,Blueberries,65230
2018,Yield,"Broad beans and horse beans, green",27252
2018,Yield,Buckwheat,10506
2018,Yield,Cabbages,403413
2018,Yield,Cantaloupes and other melons,282934
2018,Yield,Carrots and turnips,463819
2018,Yield,Cauliflowers and broccoli,188990
2018,Yield,Cherries,90823
2018,Yield,"Chick peas, dry",16931
2018,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",323564
2018,Yield,"Coffee, green",8676
2018,Yield,"Cow peas, dry",19793
2018,Yield,Cranberries,254642
2018,Yield,Cucumbers and gherkins,156154
2018,Yield,Dates,61351
2018,Yield,Eggplants (aubergines),378115
2018,Yield,Figs,108416
2018,Yield,"Ginger, raw",352006
2018,Yield,Grapes,181729
2018,Yield,Green corn (maize),173672
2018,Yield,Green garlic,215157
2018,Yield,"Groundnuts, excluding shelled",44849
2018,Yield,"Hazelnuts, in shell",25980
2018,Yield,"Hen eggs in shell, fresh",165571
2018,Yield,Hop cones,21774
2018,Yield/Carcass Weight,"Horse meat, fresh or chilled",2542
2018,Yield,Kiwi fruit,217025
2018,Yield,Lemons and limes,366673
2018,Yield,"Lentils, dry",13126
2018,Yield,Lettuce and chicory,316008
2018,Yield,Linseed,14157
2018,Yield,Maize (corn),110746
2018,Yield,"Mangoes, guavas and mangosteens",209743
2018,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3636
2018,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",21360
2018,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",23123
2018,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2018,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",959
2018,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",304
2018,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",112567
2018,Yield,Millet,16662
2018,Yield,Mustard seed,8401
2018,Yield,Oats,23274
2018,Yield,Okra,79138
2018,Yield,Olives,32036
2018,Yield,"Onions and shallots, dry (excluding dehydrated)",623348
2018,Yield,Oranges,168816
2018,Yield,"Other beans, green",32175
2018,Yield,Other berries and fruits of the genus vaccinium n.e.c.,79624
2018,Yield,"Other citrus fruit, n.e.c.",213864
2018,Yield,"Other fruits, n.e.c.",191554
2018,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",7271
2018,Yield,"Other vegetables, fresh n.e.c.",650172
2018,Yield,Papayas,147500
2018,Yield,Peaches and nectarines,195084
2018,Yield,Pears,389936
2018,Yield,"Peas, dry",22099
2018,Yield,"Peas, green",43361
2018,Yield,Pineapples,283251
2018,Yield,"Pistachios, in shell",41904
2018,Yield,Plums and sloes,144472
2018,Yield,Pomelos and grapefruits,208188
2018,Yield,Potatoes,497274
2018,Yield,"Pumpkins, squash and gourds",262046
2018,Yield,Rape or colza seed,20851
2018,Yield,Raspberries,145102
2018,Yield,Raw hides and skins of cattle,332
2018,Yield,Raw hides and skins of goats or kids,28
2018,Yield,Raw hides and skins of sheep or lambs,32
2018,Yield,Raw milk of cattle,104629
2018,Yield,Raw milk of goats,1009
2018,Yield,Rice,86213
2018,Yield,Rye,19386
2018,Yield,Safflower seed,16944
2018,Yield,"Seed cotton, unginned",26914
2018,Yield,Sorghum,45266
2018,Yield,Sour cherries,95021
2018,Yield,Soya beans,33997
2018,Yield,Spinach,154684
2018,Yield,Strawberries,600340
2018,Yield,String beans,89035
2018,Yield,Sugar beet,680481
2018,Yield,Sugar cane,860642
2018,Yield,Sunflower seed,19399
2018,Yield,Sweet potatoes,212500
2018,Yield,"Tangerines, mandarins, clementines",252818
2018,Yield,Taro,103846
2018,Yield,Tomatoes,968227
2018,Yield,Unmanufactured tobacco,20508
2018,Yield,"Walnuts, in shell",43489
2018,Yield,Watermelons,392851
2018,Yield,Wheat,32005
2019,Yield,"Almonds, in shell",40064
2019,Yield,Apples,421498
2019,Yield,Apricots,119948
2019,Yield,Artichokes,162524
2019,Yield,Asparagus,40823
2019,Yield,Avocados,57279
2019,Yield,Bananas,108046
2019,Yield,Barley,41785
2019,Yield,"Beans, dry",19768
2019,Yield,Blueberries,71911
2019,Yield,"Broad beans and horse beans, green",28288
2019,Yield,Buckwheat,10541
2019,Yield,Cabbages,412692
2019,Yield,Cantaloupes and other melons,267752
2019,Yield,Carrots and turnips,517620
2019,Yield,Cauliflowers and broccoli,199022
2019,Yield,Cherries,92448
2019,Yield,"Chick peas, dry",15418
2019,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",312836
2019,Yield,"Coffee, green",8309
2019,Yield,"Cow peas, dry",22252
2019,Yield,Cranberries,230494
2019,Yield,Cucumbers and gherkins,164308
2019,Yield,Dates,89377
2019,Yield,Eggplants (aubergines),375513
2019,Yield,Figs,112985
2019,Yield,"Ginger, raw",346407
2019,Yield,Grapes,166893
2019,Yield,Green corn (maize),180639
2019,Yield,Green garlic,173732
2019,Yield,"Groundnuts, excluding shelled",44089
2019,Yield,"Hazelnuts, in shell",20173
2019,Yield,"Hen eggs in shell, fresh",168162
2019,Yield,Hop cones,22212
2019,Yield/Carcass Weight,"Horse meat, fresh or chilled",2542
2019,Yield,Kiwi fruit,190618
2019,Yield,Lemons and limes,398967
2019,Yield,"Lentils, dry",14012
2019,Yield,Lettuce and chicory,351380
2019,Yield,Linseed,12432
2019,Yield,Maize (corn),105104
2019,Yield,"Mangoes, guavas and mangosteens",206648
2019,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3614
2019,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",21626
2019,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",19662
2019,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2019,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",965
2019,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",288
2019,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",116153
2019,Yield,Millet,20016
2019,Yield,Mustard seed,7919
2019,Yield,Oats,23070
2019,Yield,Okra,79711
2019,Yield,Olives,100099
2019,Yield,"Onions and shallots, dry (excluding dehydrated)",605402
2019,Yield,Oranges,238730
2019,Yield,"Other beans, green",32657
2019,Yield,Other berries and fruits of the genus vaccinium n.e.c.,80011
2019,Yield,"Other citrus fruit, n.e.c.",207777
2019,Yield,"Other fruits, n.e.c.",197147
2019,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",8066
2019,Yield,"Other vegetables, fresh n.e.c.",627658
2019,Yield,Papayas,190869
2019,Yield,Peaches and nectarines,203620
2019,Yield,Pears,360183
2019,Yield,"Peas, dry",23809
2019,Yield,"Peas, green",44078
2019,Yield,Pineapples,283387
2019,Yield,"Pistachios, in shell",24428
2019,Yield,Plums and sloes,139732
2019,Yield,Pomelos and grapefruits,272431
2019,Yield,Potatoes,507522
2019,Yield,"Pumpkins, squash and gourds",219866
2019,Yield,Rape or colza seed,19985
2019,Yield,Raspberries,143861
2019,Yield,Raw hides and skins of cattle,330
2019,Yield,Raw hides and skins of goats or kids,28
2019,Yield,Raw hides and skins of sheep or lambs,31
2019,Yield,Raw milk of cattle,105933
2019,Yield,Raw milk of goats,1010
2019,Yield,Rice,83759
2019,Yield,Rye,21507
2019,Yield,Safflower seed,14272
2019,Yield,"Seed cotton, unginned",27216
2019,Yield,Sorghum,45845
2019,Yield,Sour cherries,86484
2019,Yield,Soya beans,31875
2019,Yield,Spinach,162232
2019,Yield,Strawberries,588125
2019,Yield,String beans,98286
2019,Yield,Sugar beet,655275
2019,Yield,Sugar cane,783980
2019,Yield,Sunflower seed,17490
2019,Yield,Sweet potatoes,244284
2019,Yield,"Tangerines, mandarins, clementines",343230
2019,Yield,Taro,103437
2019,Yield,Tomatoes,980384
2019,Yield,Unmanufactured tobacco,23094
2019,Yield,"Walnuts, in shell",40228
2019,Yield,Watermelons,407637
2019,Yield,Wheat,34746
2020,Yield,"Almonds, in shell",46358
2020,Yield,Apples,389718
2020,Yield,Apricots,82710
2020,Yield,Artichokes,168120
2020,Yield,Asparagus,38808
2020,Yield,Avocados,87852
2020,Yield,Bananas,97117
2020,Yield,Barley,41508
2020,Yield,"Beans, dry",22007
2020,Yield,Blueberries,66695
2020,Yield,"Broad beans and horse beans, green",27929
2020,Yield,Buckwheat,10565
2020,Yield,Cabbages,455428
2020,Yield,Cantaloupes and other melons,339398
2020,Yield,Carrots and turnips,498134
2020,Yield,Cauliflowers and broccoli,195175
2020,Yield,Cherries,85735
2020,Yield,"Chick peas, dry",18264
2020,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",317726
2020,Yield,"Coffee, green",7122
2020,Yield,"Cow peas, dry",21066
2020,Yield,Cranberries,223254
2020,Yield,Cucumbers and gherkins,153189
2020,Yield,Dates,85049
2020,Yield,Eggplants (aubergines),377560
2020,Yield,Figs,113028
2020,Yield,"Ginger, raw",346061
2020,Yield,Grapes,146376
2020,Yield,Green corn (maize),181881
2020,Yield,Green garlic,168128
2020,Yield,"Groundnuts, excluding shelled",42734
2020,Yield,"Hazelnuts, in shell",23088
2020,Yield,"Hen eggs in shell, fresh",170251
2020,Yield,Hop cones,19844
2020,Yield/Carcass Weight,"Horse meat, fresh or chilled",2542
2020,Yield,Kiwi fruit,203876
2020,Yield,Lemons and limes,424085
2020,Yield,"Lentils, dry",16259
2020,Yield,Lettuce and chicory,362241
2020,Yield,Linseed,12100
2020,Yield,Maize (corn),107605
2020,Yield,"Mangoes, guavas and mangosteens",217633
2020,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3713
2020,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",21949
2020,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",19067
2020,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2020,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",976
2020,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",280
2020,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",117063
2020,Yield,Millet,10540
2020,Yield,Mustard seed,10027
2020,Yield,Oats,23352
2020,Yield,Okra,80023
2020,Yield,Olives,42158
2020,Yield,"Onions and shallots, dry (excluding dehydrated)",628986
2020,Yield,Oranges,233826
2020,Yield,"Other beans, green",33562
2020,Yield,Other berries and fruits of the genus vaccinium n.e.c.,80727
2020,Yield,"Other citrus fruit, n.e.c.",206756
2020,Yield,"Other fruits, n.e.c.",193551
2020,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",9072
2020,Yield,"Other vegetables, fresh n.e.c.",627674
2020,Yield,Papayas,154853
2020,Yield,Peaches and nectarines,193960
2020,Yield,Pears,338824
2020,Yield,"Peas, dry",24992
2020,Yield,"Peas, green",46495
2020,Yield,Pineapples,283210
2020,Yield,"Pistachios, in shell",31486
2020,Yield,Plums and sloes,114402
2020,Yield,Pomelos and grapefruits,275375
2020,Yield,Potatoes,516365
2020,Yield,"Pumpkins, squash and gourds",209008
2020,Yield,Rape or colza seed,21651
2020,Yield,Raspberries,147222
2020,Yield,Raw hides and skins of cattle,339
2020,Yield,Raw hides and skins of goats or kids,28
2020,Yield,Raw hides and skins of sheep or lambs,30
2020,Yield,Raw milk of cattle,108419
2020,Yield,Raw milk of goats,1008
2020,Yield,Rice,85401
2020,Yield,Rye,21934
2020,Yield,Safflower seed,13279
2020,Yield,"Seed cotton, unginned",27556
2020,Yield,Sorghum,45946
2020,Yield,Sour cherries,49972
2020,Yield,Soya beans,34327
2020,Yield,Spinach,137829
2020,Yield,Strawberries,642858
2020,Yield,String beans,92303
2020,Yield,Sugar beet,659853
2020,Yield,Sugar cane,854005
2020,Yield,Sunflower seed,20072
2020,Yield,Sweet potatoes,217443
2020,Yield,"Tangerines, mandarins, clementines",286348
2020,Yield,Taro,111620
2020,Yield,Tomatoes,990502
2020,Yield,Unmanufactured tobacco,21868
2020,Yield,"Walnuts, in shell",46604
2020,Yield,Watermelons,407948
2020,Yield,Wheat,33417
2021,Yield,"Almonds, in shell",40979
2021,Yield,Apples,380379
2021,Yield,Apricots,125273
2021,Yield,Artichokes,190540
2021,Yield,Asparagus,40006
2021,Yield,Avocados,65184
2021,Yield,Bananas,90375
2021,Yield,Barley,32499
2021,Yield,"Beans, dry",19059
2021,Yield,Blueberries,72065
2021,Yield,"Broad beans and horse beans, green",27727
2021,Yield,Buckwheat,10589
2021,Yield,Cabbages,415965
2021,Yield,Cantaloupes and other melons,315302
2021,Yield,Carrots and turnips,497237
2021,Yield,Cauliflowers and broccoli,163531
2021,Yield,Cherries,100360
2021,Yield,"Chick peas, dry",9136
2021,Yield,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",314023
2021,Yield,"Coffee, green",7790
2021,Yield,"Cow peas, dry",20002
2021,Yield,Cranberries,208100
2021,Yield,Cucumbers and gherkins,178222
2021,Yield,Dates,85427
2021,Yield,Eggplants (aubergines),377061
2021,Yield,Figs,114041
2021,Yield,"Ginger, raw",348160
2021,Yield,Grapes,150024
2021,Yield,Green corn (maize),181352
2021,Yield,Green garlic,179332
2021,Yield,"Groundnuts, excluding shelled",46352
2021,Yield,"Hazelnuts, in shell",28482
2021,Yield,"Hen eggs in shell, fresh",171055
2021,Yield,Hop cones,21295
2021,Yield/Carcass Weight,"Horse meat, fresh or chilled",2542
2021,Yield,Kiwi fruit,199780
2021,Yield,Lemons and limes,345832
2021,Yield,"Lentils, dry",6793
2021,Yield,Lettuce and chicory,323826
2021,Yield,Linseed,6342
2021,Yield,Maize (corn),111109
2021,Yield,"Mangoes, guavas and mangosteens",211232
2021,Yield/Carcass Weight,"Meat of cattle with the bone, fresh or chilled",3706
2021,Yield/Carcass Weight,"Meat of chickens, fresh or chilled",22147
2021,Yield/Carcass Weight,"Meat of ducks, fresh or chilled",17850
2021,Yield/Carcass Weight,"Meat of goat, fresh or chilled",147
2021,Yield/Carcass Weight,"Meat of pig with the bone, fresh or chilled",973
2021,Yield/Carcass Weight,"Meat of sheep, fresh or chilled",275
2021,Yield/Carcass Weight,"Meat of turkeys, fresh or chilled",117154
2021,Yield,Millet,13017
2021,Yield,Mustard seed,5501
2021,Yield,Oats,21981
2021,Yield,Okra,80341
2021,Yield,Olives,62894
2021,Yield,"Onions and shallots, dry (excluding dehydrated)",560362
2021,Yield,Oranges,201373
2021,Yield,"Other beans, green",33849
2021,Yield,Other berries and fruits of the genus vaccinium n.e.c.,80119
2021,Yield,"Other citrus fruit, n.e.c.",202979
2021,Yield,"Other fruits, n.e.c.",194116
2021,Yield,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",8043
2021,Yield,"Other vegetables, fresh n.e.c.",616483
2021,Yield,Papayas,250206
2021,Yield,Peaches and nectarines,206539
2021,Yield,Pears,377098
2021,Yield,"Peas, dry",11489
2021,Yield,"Peas, green",39227
2021,Yield,Pineapples,283282
2021,Yield,"Pistachios, in shell",31652
2021,Yield,Plums and sloes,137516
2021,Yield,Pomelos and grapefruits,220030
2021,Yield,Potatoes,490727
2021,Yield,"Pumpkins, squash and gourds",235916
2021,Yield,Rape or colza seed,14631
2021,Yield,Raspberries,120080
2021,Yield,Raw hides and skins of cattle,338
2021,Yield,Raw hides and skins of goats or kids,28
2021,Yield,Raw hides and skins of sheep or lambs,29
2021,Yield,Raw milk of cattle,108690
2021,Yield,Raw milk of goats,1012
2021,Yield,Rice,86404
2021,Yield,Rye,20939
2021,Yield,Safflower seed,11223
2021,Yield,"Seed cotton, unginned",27879
2021,Yield,Sorghum,43309
2021,Yield,Sour cherries,63242
2021,Yield,Soya beans,34549
2021,Yield,Spinach,144534
2021,Yield,Strawberries,605787
2021,Yield,String beans,97871
2021,Yield,Sugar beet,743813
2021,Yield,Sugar cane,789781
2021,Yield,Sunflower seed,17149
2021,Yield,Sweet potatoes,211782
2021,Yield,"Tangerines, mandarins, clementines",349911
2021,Yield,Taro,112099
2021,Yield,Tomatoes,959045
2021,Yield,Unmanufactured tobacco,24470
2021,Yield,"Walnuts, in shell",41672
2021,Yield,Watermelons,384989
2021,Yield,Wheat,29782
